Order No,Order Date,Line No,Ship To Address No,Item Code,Order Qty,Quantity Shipped
540690,2/17/2019,2,2168596,10098739,3,3
540690,2/17/2019,3,2168596,1041107,1,1
540691,2/17/2019,1,43824749,10138006,1,1
540691,2/17/2019,2,43824749,10136162,1,1
540691,2/17/2019,3,43824749,10137990,1,1
540692,2/17/2019,1,1311993,10133703,1,1
540693,2/17/2019,1,1543906,1038323,1,1
540693,2/17/2019,2,1543906,1038324,1,1
540693,2/17/2019,3,1543906,110441,1,1
540694,2/17/2019,1,2247914,10137993,1,1
540694,2/17/2019,2,2247914,1038323,2,2
540695,2/17/2019,1,43824725,10098739,4,4
540695,2/17/2019,2,43824725,110441,1,1
540696,2/17/2019,1,43824723,10137996,1,1
540696,2/17/2019,2,43824723,110441,2,2
540696,2/17/2019,3,43824723,10098739,9,9
540697,2/17/2019,1,43824721,1038323,1,1
540697,2/17/2019,2,43824721,110441,1,1
540697,2/17/2019,3,43824721,10098739,2,2
540697,2/17/2019,4,43824721,10137990,1,1
540698,2/17/2019,1,2229605,1033341,1,1
540698,2/17/2019,2,2229605,10098739,3,3
540698,2/17/2019,3,2229605,1038323,1,1
540788,2/17/2019,1,43824715,10135140,1,1
540796,2/17/2019,1,1543903,1040776,1,1
540797,2/17/2019,1,43824723,1040765,1,1
540798,2/17/2019,1,1431057,10137992,2,2
540798,2/17/2019,2,1431057,1040774,1,1
540798,2/17/2019,3,1431057,1041106,1,1
540799,2/17/2019,1,2075220,1041106,1,1
540800,2/17/2019,1,43824735,1040774,1,1
540800,2/17/2019,2,43824735,1041105,1,1
540801,2/17/2019,1,43824713,10137992,1,1
540802,2/17/2019,1,1967598,1040774,1,1
540802,2/17/2019,2,1967598,1041105,1,1
540803,2/17/2019,1,2229608,1041105,1,1
540803,2/17/2019,2,2229608,1041106,1,1
540803,2/17/2019,3,2229608,1040765,1,1
540804,2/17/2019,1,1540637,10137992,1,1
540805,2/17/2019,1,1255630,1033341,1,1
540805,2/17/2019,2,1255630,10136162,1,1
540805,2/17/2019,3,1255630,10138004,1,1
540805,2/17/2019,4,1255630,10137993,1,1
540805,2/17/2019,5,1255630,1040774,1,1
540805,2/17/2019,6,1255630,1041108,2,2
540805,2/17/2019,7,1255630,1041105,3,3
540806,2/17/2019,1,1255614,1033341,1,1
540806,2/17/2019,2,1255614,10135131,1,1
540806,2/17/2019,3,1255614,10135140,1,1
540806,2/17/2019,4,1255614,10136162,1,1
540806,2/17/2019,6,1255614,10135364,1,1
540806,2/17/2019,7,1255614,1040765,6,6
540806,2/17/2019,8,1255614,1040774,4,4
540806,2/17/2019,9,1255614,1040776,1,1
540806,2/17/2019,10,1255614,1041106,2,2
540806,2/17/2019,11,1255614,1041105,3,3
540807,2/17/2019,1,1255611,10137990,1,1
540807,2/17/2019,2,1255611,1040765,1,1
540807,2/17/2019,3,1255611,1041106,1,1
540808,2/17/2019,1,1255620,10135139,1,1
540808,2/17/2019,2,1255620,10135140,1,1
540808,2/17/2019,3,1255620,10136162,1,1
540808,2/17/2019,4,1255620,10138004,1,1
540808,2/17/2019,6,1255620,10135364,1,1
540808,2/17/2019,7,1255620,1040765,4,4
540808,2/17/2019,8,1255620,1041108,1,1
540808,2/17/2019,9,1255620,1041105,2,2
540809,2/17/2019,1,1255622,10135131,1,1
540809,2/17/2019,2,1255622,10137990,1,1
540809,2/17/2019,3,1255622,10137992,1,1
540809,2/17/2019,4,1255622,10138004,1,1
540809,2/17/2019,5,1255622,10137993,2,2
540809,2/17/2019,6,1255622,10135364,1,1
540809,2/17/2019,7,1255622,1040765,1,1
540809,2/17/2019,8,1255622,1040774,2,2
540809,2/17/2019,9,1255622,1041105,1,1
540809,2/17/2019,10,1255622,1041107,1,1
540810,2/17/2019,1,1255615,10135139,1,1
540810,2/17/2019,2,1255615,10135131,1,1
540810,2/17/2019,3,1255615,10138006,1,1
540810,2/17/2019,4,1255615,10138004,1,1
540810,2/17/2019,5,1255615,10137993,1,1
540810,2/17/2019,6,1255615,1040774,3,3
540810,2/17/2019,7,1255615,1041106,1,1
540810,2/17/2019,8,1255615,1041108,1,1
540810,2/17/2019,9,1255615,1041105,1,1
540811,2/17/2019,1,1388032,10136162,1,1
540811,2/17/2019,2,1388032,1040725,1,1
540811,2/17/2019,3,1388032,10137996,2,2
540811,2/17/2019,4,1388032,10137993,1,1
540811,2/17/2019,5,1388032,1040765,4,4
540811,2/17/2019,6,1388032,1040774,3,3
540811,2/17/2019,7,1388032,1040776,1,1
540811,2/17/2019,8,1388032,1041106,1,1
540811,2/17/2019,9,1388032,1041107,1,1
540812,2/17/2019,1,1255629,10137990,1,1
540812,2/17/2019,2,1255629,10137992,1,1
540812,2/17/2019,3,1255629,10136162,1,1
540812,2/17/2019,4,1255629,1040765,3,3
540812,2/17/2019,5,1255629,1040774,1,1
540812,2/17/2019,6,1255629,1041108,1,1
540812,2/17/2019,7,1255629,1041105,1,1
540813,2/17/2019,1,1264970,10137992,1,1
540813,2/17/2019,2,1264970,10138005,1,1
540813,2/17/2019,3,1264970,1040765,2,2
540813,2/17/2019,4,1264970,1040774,1,1
540813,2/17/2019,5,1264970,1041106,1,1
540814,2/17/2019,1,1255625,10137990,1,1
540814,2/17/2019,2,1255625,1040725,1,1
540814,2/17/2019,3,1255625,1040765,1,1
540815,2/17/2019,1,1838684,1033341,1,1
540815,2/17/2019,2,1838684,10135131,1,1
540815,2/17/2019,3,1838684,10137990,1,1
540815,2/17/2019,4,1838684,10136162,1,1
540815,2/17/2019,5,1838684,10137993,1,1
540815,2/17/2019,6,1838684,1040765,3,3
540815,2/17/2019,7,1838684,1041108,1,1
540815,2/17/2019,8,1838684,1041107,1,1
540816,2/17/2019,1,1325545,10135140,1,1
540816,2/17/2019,2,1325545,10137992,1,1
540816,2/17/2019,3,1325545,10138004,1,1
540816,2/17/2019,4,1325545,10137996,1,1
540816,2/17/2019,5,1325545,10137993,1,1
540816,2/17/2019,6,1325545,1040765,4,4
540816,2/17/2019,7,1325545,1040774,1,1
540816,2/17/2019,8,1325545,1041107,1,1
540817,2/17/2019,1,1255621,10135139,1,1
540817,2/17/2019,2,1255621,10137996,1,1
540817,2/17/2019,3,1255621,10137993,2,2
540817,2/17/2019,4,1255621,1040765,2,2
540817,2/17/2019,5,1255621,1040774,2,2
540817,2/17/2019,6,1255621,1041106,1,1
540818,2/17/2019,1,1318752,10135139,1,1
540818,2/17/2019,2,1318752,1041106,1,1
540819,2/17/2019,1,1325537,10136162,1,1
540819,2/17/2019,2,1325537,10137996,1,1
540819,2/17/2019,3,1325537,1040765,3,3
540819,2/17/2019,4,1325537,1040774,1,1
540820,2/17/2019,1,1493988,10137990,1,1
540820,2/17/2019,2,1493988,10137996,1,1
540820,2/17/2019,3,1493988,10137993,1,1
540820,2/17/2019,4,1493988,1040765,1,1
540820,2/17/2019,5,1493988,1040776,1,1
540820,2/17/2019,6,1493988,1041106,1,1
540820,2/17/2019,7,1493988,1041105,1,1
540821,2/17/2019,1,1720967,10138006,1,1
540821,2/17/2019,2,1720967,1041106,1,1
540821,2/17/2019,3,1720967,1041105,1,1
540822,2/17/2019,1,1977944,1033341,1,1
540822,2/17/2019,2,1977944,1040765,2,2
540822,2/17/2019,3,1977944,1040774,1,1
540823,2/17/2019,1,1838681,10137990,1,1
540823,2/17/2019,2,1838681,1040765,1,1
540823,2/17/2019,3,1838681,1040774,1,1
540824,2/17/2019,1,2060441,10135131,1,1
540824,2/17/2019,2,2060441,10135132,1,1
540824,2/17/2019,3,2060441,10138004,1,1
540824,2/17/2019,4,2060441,1040725,1,1
540824,2/17/2019,5,2060441,10137996,1,1
540824,2/17/2019,6,2060441,10137993,1,1
540824,2/17/2019,7,2060441,1040765,1,1
540824,2/17/2019,8,2060441,1040774,1,1
540824,2/17/2019,9,2060441,1041105,1,1
540825,2/17/2019,1,1996132,10135139,1,1
540825,2/17/2019,2,1996132,10135131,1,1
540825,2/17/2019,3,1996132,10135132,1,1
540825,2/17/2019,4,1996132,1041106,1,1
540825,2/17/2019,5,1996132,1041105,1,1
540826,2/17/2019,1,1996297,1033341,1,1
540826,2/17/2019,2,1996297,10137993,1,1
540826,2/17/2019,3,1996297,1040765,5,5
540826,2/17/2019,4,1996297,1040774,2,2
540826,2/17/2019,5,1996297,1041105,2,2
540827,2/17/2019,1,2229469,10135131,1,1
540827,2/17/2019,2,2229469,10137990,1,1
540827,2/17/2019,3,2229469,10137992,1,1
540827,2/17/2019,4,2229469,1040765,1,1
540827,2/17/2019,5,2229469,1041105,2,2
540828,2/17/2019,1,2264899,1041108,1,1
540829,2/17/2019,1,2250374,10137992,1,1
540829,2/17/2019,2,2250374,1040765,1,1
540829,2/17/2019,3,2250374,1040774,1,1
540829,2/17/2019,4,2250374,1041108,1,1
540829,2/17/2019,5,2250374,1041105,1,1
540830,2/17/2019,1,2269455,10137992,1,1
540830,2/17/2019,2,2269455,10138004,1,1
540830,2/17/2019,3,2269455,1040776,1,1
540830,2/17/2019,4,2269455,1041105,1,1
540831,2/17/2019,1,2255431,10137992,1,1
540831,2/17/2019,2,2255431,10138004,1,1
540831,2/17/2019,3,2255431,10137996,1,1
540831,2/17/2019,4,2255431,1040765,1,1
540831,2/17/2019,5,2255431,1040774,3,3
540832,2/17/2019,1,43823703,10137990,1,1
540832,2/17/2019,2,43823703,1040774,1,1
540833,2/17/2019,1,43824138,10137990,1,1
540833,2/17/2019,2,43824138,1040774,1,1
540833,2/17/2019,3,43824138,1041107,1,1
540834,2/17/2019,1,43824333,1033341,1,1
540834,2/17/2019,2,43824333,10137992,1,1
540834,2/17/2019,3,43824333,10136162,1,1
540834,2/17/2019,4,43824333,10138005,1,1
540834,2/17/2019,5,43824333,10138006,1,1
540834,2/17/2019,6,43824333,10138004,1,1
540834,2/17/2019,7,43824333,1040765,1,1
540834,2/17/2019,8,43824333,1040774,1,1
540834,2/17/2019,9,43824333,1041108,1,1
540834,2/17/2019,10,43824333,1041107,1,1
540835,2/17/2019,1,2269401,10137990,1,1
540835,2/17/2019,2,2269401,1041105,1,1
540836,2/17/2019,1,1255627,1040765,2,2
540836,2/17/2019,2,1255627,1040774,1,1
540836,2/17/2019,3,1255627,1041105,1,1
540836,2/17/2019,4,1255627,1041107,1,1
540837,2/17/2019,1,2269865,10135139,1,1
540837,2/17/2019,2,2269865,10137992,1,1
540837,2/17/2019,3,2269865,10136162,1,1
540837,2/17/2019,4,2269865,1040765,1,1
540837,2/17/2019,5,2269865,1040774,2,2
540837,2/17/2019,6,2269865,1041106,1,1
540837,2/17/2019,7,2269865,1041107,1,1
540838,2/17/2019,1,43824387,1041105,1,1
540839,2/17/2019,1,1336816,10135131,1,1
540839,2/17/2019,2,1336816,10137993,1,1
540839,2/17/2019,3,1336816,1040765,1,1
540839,2/17/2019,4,1336816,1040774,1,1
540839,2/17/2019,5,1336816,1040776,1,1
540839,2/17/2019,6,1336816,1041108,1,1
540839,2/17/2019,7,1336816,1041105,1,1
540840,2/17/2019,1,1255619,10137990,1,1
540840,2/17/2019,2,1255619,10137996,1,1
540840,2/17/2019,3,1255619,10137993,1,1
540840,2/17/2019,4,1255619,1040765,1,1
540840,2/17/2019,5,1255619,1040774,1,1
540841,2/17/2019,1,1255603,10135131,1,1
540841,2/17/2019,2,1255603,10135132,1,1
540841,2/17/2019,3,1255603,10136162,1,1
540841,2/17/2019,4,1255603,10138004,1,1
540841,2/17/2019,5,1255603,10137993,1,1
540841,2/17/2019,6,1255603,1040765,1,1
540841,2/17/2019,7,1255603,1040774,1,1
540841,2/17/2019,8,1255603,1041106,1,1
540841,2/17/2019,9,1255603,1041105,1,1
540842,2/17/2019,1,1255626,10135139,1,1
540842,2/17/2019,2,1255626,10135131,1,1
540842,2/17/2019,3,1255626,10137990,1,1
540842,2/17/2019,4,1255626,10138005,1,1
540842,2/17/2019,5,1255626,10137996,1,1
540842,2/17/2019,6,1255626,10137993,1,1
540842,2/17/2019,7,1255626,10135364,1,1
540842,2/17/2019,8,1255626,1040765,3,3
540842,2/17/2019,9,1255626,1041106,1,1
540842,2/17/2019,10,1255626,1041108,1,1
540843,2/17/2019,1,43824140,1040765,1,1
540843,2/17/2019,2,43824140,1041107,1,1
540844,2/17/2019,1,1953383,10135139,1,1
540844,2/17/2019,2,1953383,10135132,1,1
540844,2/17/2019,3,1953383,10137990,1,1
540844,2/17/2019,4,1953383,10137996,1,1
540844,2/17/2019,5,1953383,1040765,2,2
540844,2/17/2019,6,1953383,1040774,1,1
540844,2/17/2019,7,1953383,1040776,1,1
540844,2/17/2019,8,1953383,1041108,1,1
540844,2/17/2019,9,1953383,1041105,2,2
540845,2/17/2019,1,1335033,10137996,1,1
540845,2/17/2019,2,1335033,1040765,1,1
540845,2/17/2019,3,1335033,1040774,1,1
540845,2/17/2019,4,1335033,1041106,1,1
540845,2/17/2019,5,1335033,1041105,1,1
540846,2/17/2019,1,1339586,10135132,1,1
540846,2/17/2019,2,1339586,10137990,1,1
540846,2/17/2019,3,1339586,10137993,1,1
540846,2/17/2019,4,1339586,1040774,3,3
540846,2/17/2019,5,1339586,1040776,1,1
540847,2/17/2019,1,43824028,10135140,1,1
540847,2/17/2019,2,43824028,10135132,1,1
540847,2/17/2019,3,43824028,1040765,1,1
540847,2/17/2019,4,43824028,1040774,1,1
540847,2/17/2019,5,43824028,1041106,1,1
540847,2/17/2019,6,43824028,1041108,1,1
540847,2/17/2019,7,43824028,1041105,1,1
540848,2/17/2019,1,1850462,10137990,1,1
540848,2/17/2019,2,1850462,10137992,1,1
540848,2/17/2019,3,1850462,10137996,1,1
540848,2/17/2019,4,1850462,10137993,1,1
540848,2/17/2019,6,1850462,1040765,1,1
540848,2/17/2019,7,1850462,1040774,1,1
540848,2/17/2019,8,1850462,1041106,1,1
540848,2/17/2019,9,1850462,1041105,1,1
540849,2/17/2019,1,1544800,10135139,1,1
540849,2/17/2019,2,1544800,10137990,1,1
540849,2/17/2019,3,1544800,10137992,1,1
540849,2/17/2019,4,1544800,10137996,1,1
540849,2/17/2019,5,1544800,1040774,2,2
540849,2/17/2019,6,1544800,1041106,1,1
540849,2/17/2019,7,1544800,1041105,2,2
540850,2/17/2019,1,2079270,10135131,1,1
540850,2/17/2019,2,2079270,10137992,1,1
540850,2/17/2019,3,2079270,10137996,1,1
540850,2/17/2019,4,2079270,10137993,1,1
540850,2/17/2019,5,2079270,1040765,1,1
540850,2/17/2019,6,2079270,1040774,2,2
540850,2/17/2019,7,2079270,1041108,1,1
540851,2/17/2019,1,1543985,1040765,1,1
540852,2/17/2019,1,1804173,1033341,1,1
540852,2/17/2019,2,1804173,10137992,1,1
540852,2/17/2019,3,1804173,1040765,1,1
540852,2/17/2019,4,1804173,1041106,1,1
540853,2/17/2019,1,1953167,1040765,2,2
540853,2/17/2019,2,1953167,1040774,2,2
540854,2/17/2019,1,1442428,1040827,1,1
540854,2/17/2019,2,1442428,10138005,1,1
540854,2/17/2019,3,1442428,1040774,1,1
540854,2/17/2019,4,1442428,1041106,1,1
540854,2/17/2019,5,1442428,1041108,1,1
540854,2/17/2019,6,1442428,1041105,3,3
540855,2/17/2019,1,2247827,10137990,1,1
540855,2/17/2019,2,2247827,10137992,1,1
540855,2/17/2019,3,2247827,10138004,1,1
540855,2/17/2019,4,2247827,10137996,1,1
540855,2/17/2019,5,2247827,1040765,1,1
540855,2/17/2019,6,2247827,1040774,2,2
540855,2/17/2019,7,2247827,1041106,2,2
540856,2/17/2019,1,43824313,10135131,1,1
540856,2/17/2019,2,43824313,10137990,1,1
540856,2/17/2019,3,43824313,1040774,3,3
540856,2/17/2019,4,43824313,1041108,1,1
540857,2/17/2019,1,43824974,10138005,1,1
540857,2/17/2019,2,43824974,1040765,1,1
540857,2/17/2019,3,43824974,1041105,1,1
540857,2/17/2019,4,43824974,1041107,1,1
540858,2/17/2019,1,2247979,10136162,1,1
540858,2/17/2019,2,2247979,10138006,1,1
540858,2/17/2019,3,2247979,10138004,1,1
540858,2/17/2019,5,2247979,10135364,1,1
540858,2/17/2019,6,2247979,1040765,5,5
540858,2/17/2019,7,2247979,1040774,1,1
540858,2/17/2019,8,2247979,1040776,1,1
540858,2/17/2019,9,2247979,1041106,2,2
540858,2/17/2019,10,2247979,1041108,2,2
540859,2/17/2019,1,43824693,10135132,1,1
540859,2/17/2019,2,43824693,10138004,1,1
540859,2/17/2019,3,43824693,1040765,1,1
540859,2/17/2019,4,43824693,1040774,1,1
540859,2/17/2019,5,43824693,1041105,2,2
540860,2/17/2019,1,2215388,10137990,2,2
540860,2/17/2019,2,2215388,10137996,1,1
540860,2/17/2019,3,2215388,1040765,2,2
540860,2/17/2019,4,2215388,1040774,1,1
540860,2/17/2019,5,2215388,1040776,1,1
540860,2/17/2019,6,2215388,1041106,1,1
540860,2/17/2019,7,2215388,1041105,1,1
540861,2/17/2019,1,1255128,1040827,1,1
540861,2/17/2019,2,1255128,10135132,1,1
540861,2/17/2019,3,1255128,10137990,1,1
540861,2/17/2019,4,1255128,10137996,1,1
540861,2/17/2019,5,1255128,1040765,4,4
540861,2/17/2019,6,1255128,1040776,1,1
540861,2/17/2019,7,1255128,1041106,2,2
540861,2/17/2019,8,1255128,1041108,2,2
540861,2/17/2019,9,1255128,1041105,2,2
540862,2/17/2019,1,2251074,10135131,1,1
540862,2/17/2019,2,2251074,10137990,1,1
540862,2/17/2019,3,2251074,10137996,1,1
540862,2/17/2019,4,2251074,1040774,1,1
540863,2/17/2019,1,2270199,10135132,1,1
540863,2/17/2019,2,2270199,10137990,1,1
540863,2/17/2019,3,2270199,10136162,1,1
540863,2/17/2019,4,2270199,10138004,1,1
540863,2/17/2019,5,2270199,1041106,1,1
540863,2/17/2019,6,2270199,1041105,3,3
540864,2/17/2019,1,43824349,10135139,1,1
540864,2/17/2019,2,43824349,10135140,1,1
540864,2/17/2019,3,43824349,10135132,1,1
540864,2/17/2019,4,43824349,10137990,1,1
540864,2/17/2019,5,43824349,10137992,1,1
540864,2/17/2019,6,43824349,10136162,1,1
540864,2/17/2019,7,43824349,10138004,1,1
540864,2/17/2019,8,43824349,10137993,1,1
540864,2/17/2019,9,43824349,1040765,1,1
540864,2/17/2019,10,43824349,1040774,1,1
540864,2/17/2019,11,43824349,1040776,1,1
540864,2/17/2019,12,43824349,1041106,1,1
540865,2/17/2019,1,1255606,10135131,1,1
540865,2/17/2019,2,1255606,10137990,1,1
540865,2/17/2019,3,1255606,10137992,1,1
540865,2/17/2019,4,1255606,10137996,1,1
540865,2/17/2019,5,1255606,1040765,3,3
540865,2/17/2019,6,1255606,1040776,1,1
540865,2/17/2019,7,1255606,1041106,1,1
540865,2/17/2019,8,1255606,1041108,1,1
540865,2/17/2019,9,1255606,1041105,1,1
540865,2/17/2019,10,1255606,1041107,1,1
540866,2/17/2019,1,43824359,10135140,1,1
540866,2/17/2019,2,43824359,10137990,1,1
540866,2/17/2019,3,43824359,10137992,1,1
540866,2/17/2019,4,43824359,10137996,1,1
540866,2/17/2019,5,43824359,1040765,3,3
540866,2/17/2019,6,43824359,1041108,1,1
540866,2/17/2019,7,43824359,1041105,1,1
540867,2/17/2019,1,1255624,1040827,1,1
540867,2/17/2019,2,1255624,10135139,1,1
540867,2/17/2019,3,1255624,10135131,1,1
540867,2/17/2019,4,1255624,10137992,1,1
540867,2/17/2019,5,1255624,10136162,1,1
540867,2/17/2019,6,1255624,10137996,1,1
540867,2/17/2019,7,1255624,10137993,1,1
540867,2/17/2019,8,1255624,1040765,4,4
540867,2/17/2019,9,1255624,1040774,3,3
540867,2/17/2019,10,1255624,1041105,2,2
540868,2/17/2019,1,1255628,1040827,1,1
540868,2/17/2019,2,1255628,10135131,1,1
540868,2/17/2019,3,1255628,10137992,1,1
540868,2/17/2019,4,1255628,10137996,1,1
540868,2/17/2019,5,1255628,1040765,4,4
540868,2/17/2019,6,1255628,1040774,1,1
540868,2/17/2019,7,1255628,1040776,1,1
540868,2/17/2019,8,1255628,1041108,1,1
540868,2/17/2019,9,1255628,1041105,3,3
540869,2/17/2019,1,43824840,10135139,1,1
540869,2/17/2019,2,43824840,10135132,1,1
540869,2/17/2019,3,43824840,10137996,1,1
540869,2/17/2019,4,43824840,1040774,1,1
540869,2/17/2019,5,43824840,1041105,1,1
540870,2/17/2019,1,1255129,10135139,1,1
540870,2/17/2019,2,1255129,10135131,1,1
540870,2/17/2019,3,1255129,10137996,1,1
540870,2/17/2019,5,1255129,10135364,1,1
540870,2/17/2019,6,1255129,1040765,1,1
540870,2/17/2019,7,1255129,1040774,1,1
540870,2/17/2019,8,1255129,1040776,1,1
540871,2/17/2019,1,2209040,10135131,1,1
540871,2/17/2019,2,2209040,10137992,2,2
540871,2/17/2019,3,2209040,10137996,1,1
540871,2/17/2019,4,2209040,10135364,1,1
540871,2/17/2019,5,2209040,1040765,3,3
540871,2/17/2019,6,2209040,1040774,3,3
540871,2/17/2019,7,2209040,1041108,1,1
540873,2/17/2019,1,1255613,10137992,1,1
540873,2/17/2019,2,1255613,1040765,4,4
540873,2/17/2019,3,1255613,1041106,1,1
540874,2/17/2019,1,1402387,10135131,2,2
540874,2/17/2019,2,1402387,10135132,1,1
540874,2/17/2019,3,1402387,10137990,1,1
540874,2/17/2019,4,1402387,1040725,1,1
540874,2/17/2019,5,1402387,10137996,2,2
540874,2/17/2019,6,1402387,10137993,1,1
540874,2/17/2019,7,1402387,1040765,4,4
540874,2/17/2019,8,1402387,1040776,1,1
540874,2/17/2019,9,1402387,1041108,4,4
540874,2/17/2019,10,1402387,1041105,3,3
540874,2/17/2019,11,1402387,1041107,1,1
540875,2/17/2019,1,1255618,10135139,1,1
540875,2/17/2019,2,1255618,10136162,1,1
540875,2/17/2019,3,1255618,10138005,1,1
540875,2/17/2019,4,1255618,10137993,1,1
540875,2/17/2019,5,1255618,1040765,3,3
540875,2/17/2019,6,1255618,1040774,2,2
540875,2/17/2019,7,1255618,1041106,2,2
540875,2/17/2019,8,1255618,1041108,2,2
540875,2/17/2019,9,1255618,1041105,4,4
540875,2/17/2019,10,1255618,1041107,1,1
540876,2/17/2019,1,43824511,10137993,1,1
540876,2/17/2019,2,43824511,1040774,2,2
540876,2/17/2019,3,43824511,1041106,1,1
540877,2/17/2019,1,1344787,10135131,1,1
540877,2/17/2019,2,1344787,10135132,1,1
540877,2/17/2019,3,1344787,10137990,1,1
540877,2/17/2019,4,1344787,10137992,1,1
540877,2/17/2019,5,1344787,10136162,1,1
540877,2/17/2019,6,1344787,10137996,1,1
540877,2/17/2019,7,1344787,1040765,1,1
540877,2/17/2019,8,1344787,1041106,2,2
540877,2/17/2019,9,1344787,1041108,1,1
540877,2/17/2019,10,1344787,1041105,1,1
540877,2/17/2019,11,1344787,1041107,1,1
540878,2/17/2019,1,1255617,10135131,1,1
540878,2/17/2019,2,1255617,10137990,1,1
540878,2/17/2019,3,1255617,10137992,2,2
540878,2/17/2019,4,1255617,10138004,1,1
540878,2/17/2019,5,1255617,10137996,1,1
540878,2/17/2019,6,1255617,1040765,1,1
540878,2/17/2019,7,1255617,1040774,1,1
540878,2/17/2019,8,1255617,1040776,2,2
540878,2/17/2019,9,1255617,1041106,1,1
540878,2/17/2019,10,1255617,1041108,1,1
540878,2/17/2019,11,1255617,1041105,1,1
540879,2/17/2019,1,2270200,10135139,1,1
540879,2/17/2019,2,2270200,10137992,1,1
540879,2/17/2019,3,2270200,10138004,2,2
540879,2/17/2019,4,2270200,10137993,1,1
540879,2/17/2019,5,2270200,1040765,2,2
540879,2/17/2019,6,2270200,1040776,1,1
540879,2/17/2019,7,2270200,1041106,1,1
540879,2/17/2019,8,2270200,1041108,1,1
540880,2/17/2019,1,2269727,10137990,1,1
540880,2/17/2019,2,2269727,10137992,1,1
540880,2/17/2019,3,2269727,1040765,3,3
540880,2/17/2019,4,2269727,1040774,2,2
540880,2/17/2019,5,2269727,1041106,2,2
540880,2/17/2019,6,2269727,1041108,1,1
540880,2/17/2019,7,2269727,1041105,1,1
540881,2/17/2019,1,1921557,10098739,5,5
540881,2/17/2019,2,1921557,10133703,2,2
540883,2/17/2019,1,1921557,10135139,1,1
540883,2/17/2019,2,1921557,10137992,2,2
540883,2/17/2019,3,1921557,10137996,1,1
540883,2/17/2019,4,1921557,1041106,1,1
540883,2/17/2019,5,1921557,1041108,1,1
540884,2/17/2019,1,1255612,10098739,4,4
540884,2/17/2019,2,1255612,110441,4,4
540884,2/17/2019,3,1255612,1038323,1,1
540884,2/17/2019,4,1255612,10133703,1,1
540885,2/17/2019,1,1255612,1033341,1,1
540885,2/17/2019,2,1255612,10137992,1,1
540885,2/17/2019,3,1255612,10137993,1,1
540885,2/17/2019,4,1255612,10135364,1,1
540885,2/17/2019,5,1255612,1040765,1,1
540885,2/17/2019,6,1255612,1040774,2,2
540889,2/17/2019,1,1255192,111931,30,30
540890,2/17/2019,1,1255192,111931,30,30
540891,2/17/2019,1,1255192,111931,30,30
540895,2/17/2019,1,43825205,111931,35,35
540996,2/17/2019,1,1255602,10135131,1,1
540996,2/17/2019,2,1255602,10137990,1,1
540996,2/17/2019,3,1255602,10137992,1,1
540996,2/17/2019,4,1255602,10136162,1,1
540996,2/17/2019,5,1255602,10138004,1,1
540996,2/17/2019,6,1255602,10137996,1,1
540996,2/17/2019,7,1255602,1040774,1,1
540996,2/17/2019,8,1255602,1041108,2,2
540997,2/17/2019,1,43823887,10098739,8,8
540997,2/17/2019,2,43823887,110441,3,3
540997,2/17/2019,3,43823887,10138004,1,1
540998,2/17/2019,1,43823887,10135131,1,1
540998,2/17/2019,2,43823887,1038324,1,1
540998,2/17/2019,3,43823887,1040765,1,1
540998,2/17/2019,5,43823887,1041105,1,1
540999,2/17/2019,1,43824254,10098739,1,1
541000,2/17/2019,1,43824254,1040765,1,1
541000,2/17/2019,2,43824254,1040776,1,1
541001,2/17/2019,1,43824265,10131275,1,1
541001,2/17/2019,2,43824265,10135771,3,3
541002,2/17/2019,1,43824265,10137993,1,1
541003,2/17/2019,1,43824263,10098739,10,10
541003,2/17/2019,2,43824263,1033341,1,1
541003,2/17/2019,3,43824263,10137990,1,1
541003,2/17/2019,4,43824263,10137992,1,1
541004,2/17/2019,1,43824267,1040765,1,1
541004,2/17/2019,3,43824267,1041106,1,1
541004,2/17/2019,4,43824267,1041108,1,1
541005,2/17/2019,1,43824256,1041106,1,1
541007,2/17/2019,1,43824256,110441,3,3
541008,2/17/2019,1,43824269,10137992,1,1
541009,2/17/2019,1,43824269,10135132,1,1
541009,2/17/2019,2,43824269,1040765,1,1
541009,2/17/2019,3,43824269,1041106,1,1
541009,2/17/2019,4,43824269,1041107,1,1
541009,2/17/2019,5,43824269,10135771,1,1
541010,2/17/2019,1,1255585,10098739,1,1
541010,2/17/2019,2,1255585,10137992,1,1
541010,2/17/2019,3,1255585,10137993,1,1
541011,2/17/2019,1,43824885,10137993,3,3
541013,2/17/2019,1,1255585,10135140,1,1
541013,2/17/2019,2,1255585,1038323,1,1
541014,2/17/2019,1,1255585,1041106,1,1
541014,2/17/2019,2,1255585,1041108,1,1
541015,2/17/2019,1,1255585,10098739,1,1
541015,2/17/2019,2,1255585,10138004,1,1
541016,2/17/2019,1,1255585,110441,1,1
541016,2/17/2019,2,1255585,10137990,1,1
541016,2/17/2019,3,1255585,10137993,1,1
541017,2/17/2019,1,1255585,110441,1,1
541033,2/17/2019,1,1254731,1041105,2,2
541033,2/17/2019,2,1254731,1040774,2,2
541033,2/17/2019,3,1254731,1040765,3,3
541035,2/17/2019,1,1492473,1040774,1,1
541035,2/17/2019,2,1492473,1040776,1,1
541036,2/17/2019,1,1642075,10135132,1,1
541036,2/17/2019,2,1642075,10135140,1,1
541036,2/17/2019,3,1642075,1040765,1,1
541036,2/17/2019,4,1642075,1040774,2,2
